"season","team","conference","statName","statValue"
2022,"Georgia Southern","Sun Belt","tacklesForLoss",49
2022,"South Alabama","Sun Belt","fumblesLost",4
2022,"Texas Tech","Big 12","games",13
2022,"Kent State","Mid-American","thirdDowns",175
2022,"Old Dominion","Sun Belt","kickReturns",25
2022,"New Mexico State","FBS Independents","interceptions",13
2022,"Louisville","ACC","kickReturnYards",371
2022,"Purdue","Big Ten","netPassingYards",3895
2022,"Colorado","Pac-12","kickReturnTDs",0
2022,"Florida","SEC","penaltyYards",651
2022,"Texas Tech","Big 12","puntReturns",17
2022,"Toledo","Mid-American","fourthDownConversions",16
2022,"Colorado State","Mountain West","penalties",83
2022,"Tulsa","American Athletic","penalties",73
2022,"Northwestern","Big Ten","passesIntercepted",6
2022,"Colorado State","Mountain West","netPassingYards",2361
2022,"Tennessee","SEC","turnovers",11
2022,"Navy","American Athletic","puntReturnTDs",0
2022,"Arizona State","Pac-12","games",12
2022,"Army","FBS Independents","penalties",58
2022,"Clemson","ACC","rushingTDs",31
2022,"Baylor","Big 12","kickReturnYards",596
2022,"Rutgers","Big Ten","kickReturnYards",541
2022,"Georgia","SEC","turnovers",17
2022,"UTEP","Conference USA","interceptionTDs",0
2022,"Miami (OH)","Mid-American","passCompletions",184
2022,"North Carolina","ACC","turnovers",14
2022,"USC","Pac-12","passingTDs",43
2022,"James Madison","Sun Belt","fumblesRecovered",20
2022,"Temple","American Athletic","puntReturnYards",77
2022,"Georgia Southern","Sun Belt","fourthDownConversions",13
2022,"Western Michigan","Mid-American","possessionTime",21911
2022,"Purdue","Big Ten","kickReturnYards",484
2022,"Coastal Carolina","Sun Belt","turnovers",19
2022,"North Carolina","ACC","thirdDownConversions",93
2022,"Penn State","Big Ten","kickReturns",20
2022,"LSU","SEC","netPassingYards",3770
2022,"Tennessee","SEC","rushingAttempts",523
2022,"New Mexico State","FBS Independents","turnovers",18
2022,"Bowling Green","Mid-American","passingTDs",25
2022,"Georgia Tech","ACC","puntReturns",9
2022,"Tulsa","American Athletic","possessionTime",20790
2022,"North Carolina","ACC","kickReturnYards",523
2022,"Boston College","ACC","fumblesRecovered",9
2022,"Colorado State","Mountain West","fourthDownConversions",13
2022,"Florida State","ACC","interceptionTDs",0
2022,"Rice","Conference USA","kickReturns",26
2022,"Old Dominion","Sun Belt","rushingYards",1097
2022,"Arizona State","Pac-12","rushingAttempts",385
2022,"Iowa","Big Ten","thirdDownConversions",49
2022,"Memphis","American Athletic","puntReturnTDs",1
2022,"Duke","ACC","kickReturns",32
2022,"Arkansas State","Sun Belt","penaltyYards",654
2022,"Oregon State","Pac-12","thirdDowns",153
2022,"Boise State","Mountain West","kickReturnTDs",0
2022,"Georgia State","Sun Belt","fumblesRecovered",19
2022,"South Alabama","Sun Belt","turnovers",16
2022,"Stanford","Pac-12","penalties",55
2022,"Auburn","SEC","kickReturns",24
2022,"Michigan State","Big Ten","puntReturns",17
2022,"East Carolina","American Athletic","thirdDowns",181
2022,"Utah","Pac-12","games",14
2022,"Oregon","Pac-12","passAttempts",432
2022,"Texas A&M","SEC","thirdDowns",153
2022,"Iowa State","Big 12","fumblesLost",7
2022,"Florida","SEC","totalYards",5513
2022,"Wisconsin","Big Ten","fumblesLost",7
2022,"Ole Miss","SEC","interceptionTDs",0
2022,"Hawai'i","Mountain West","tacklesForLoss",55
2022,"Troy","Sun Belt","passAttempts",401
2022,"USC","Pac-12","puntReturns",17
2022,"Cincinnati","American Athletic","kickReturns",23
2022,"Connecticut","FBS Independents","fourthDowns",18
2022,"Hawai'i","Mountain West","rushingAttempts",406
2022,"Baylor","Big 12","interceptionTDs",1
2022,"Coastal Carolina","Sun Belt","firstDowns",283
2022,"Ball State","Mid-American","fumblesRecovered",10
2022,"Toledo","Mid-American","penaltyYards",775
2022,"Georgia","SEC","fourthDowns",15
2022,"Liberty","FBS Independents","netPassingYards",2815
2022,"Clemson","ACC","fourthDowns",12
2022,"Clemson","ACC","kickReturns",21
2022,"New Mexico State","FBS Independents","possessionTime",22507
2022,"Arkansas","SEC","games",13
2022,"Minnesota","Big Ten","passesIntercepted",14
2022,"Florida International","Conference USA","interceptionYards",79
2022,"Bowling Green","Mid-American","rushingYards",1283
2022,"UMass","FBS Independents","fumblesRecovered",10
2022,"Liberty","FBS Independents","fumblesRecovered",14
2022,"Nebraska","Big Ten","tacklesForLoss",60
2022,"Eastern Michigan","Mid-American","interceptions",12
2022,"Penn State","Big Ten","passCompletions",270
2022,"Louisiana Tech","Conference USA","passAttempts",434
2022,"Louisiana Monroe","Sun Belt","rushingAttempts",418
2022,"Georgia Southern","Sun Belt","fumblesRecovered",9
2022,"Arkansas State","Sun Belt","sacks",23
2022,"Fresno State","Mountain West","interceptions",9
2022,"North Texas","Conference USA","fourthDownConversions",14
2022,"Troy","Sun Belt","netPassingYards",3396
2022,"Stanford","Pac-12","penaltyYards",495
2022,"Old Dominion","Sun Belt","tacklesForLoss",74
2022,"Florida International","Conference USA","fourthDownConversions",16
2022,"Mississippi State","SEC","games",13
2022,"Purdue","Big Ten","fourthDownConversions",18
2022,"Southern Mississippi","Sun Belt","passCompletions",191
2022,"Ohio State","Big Ten","thirdDownConversions",75
2022,"Texas A&M","SEC","puntReturnTDs",0
2022,"Maryland","Big Ten","rushingYards",1837
2022,"Appalachian State","Sun Belt","rushingAttempts",474
2022,"Virginia Tech","ACC","puntReturnTDs",2
2022,"UCF","American Athletic","passCompletions",291
2022,"UCLA","Pac-12","penaltyYards",682
2022,"Ohio State","Big Ten","interceptionTDs",2
2022,"James Madison","Sun Belt","tacklesForLoss",96
2022,"Buffalo","Mid-American","turnovers",17
2022,"Minnesota","Big Ten","puntReturnYards",78
2022,"Purdue","Big Ten","puntReturns",23
2022,"Michigan State","Big Ten","penaltyYards",654
2022,"Michigan","Big Ten","fumblesLost",4
2022,"Ohio","Mid-American","puntReturnYards",31
2022,"UNLV","Mountain West","turnovers",15
2022,"Kansas State","Big 12","passAttempts",388
2022,"Virginia Tech","ACC","netPassingYards",2232
2022,"San José State","Mountain West","games",12
2022,"Eastern Michigan","Mid-American","puntReturns",10
2022,"Florida","SEC","thirdDowns",168
2022,"Minnesota","Big Ten","passingTDs",12
2022,"Tennessee","SEC","passCompletions",290
2022,"Ole Miss","SEC","fourthDownConversions",17
2022,"Arkansas","SEC","tacklesForLoss",73
2022,"Central Michigan","Mid-American","fumblesRecovered",8
2022,"Arkansas","SEC","possessionTime",23698
2022,"Colorado State","Mountain West","thirdDowns",151
2022,"SMU","American Athletic","turnovers",20
2022,"Ole Miss","SEC","tacklesForLoss",74
2022,"Connecticut","FBS Independents","kickReturnTDs",0
2022,"Georgia State","Sun Belt","passingTDs",18
2022,"UTEP","Conference USA","thirdDowns",169
2022,"Oklahoma State","Big 12","rushingYards",1633
2022,"Navy","American Athletic","passAttempts",126
2022,"Liberty","FBS Independents","tacklesForLoss",109
2022,"North Texas","Conference USA","firstDowns",304
2022,"Vanderbilt","SEC","puntReturns",9
2022,"Florida","SEC","possessionTime",22655
2022,"Houston","American Athletic","tacklesForLoss",88
2022,"Appalachian State","Sun Belt","games",12
2022,"West Virginia","Big 12","fourthDownConversions",22
2022,"Middle Tennessee","Conference USA","kickReturnTDs",0
2022,"Texas","Big 12","interceptions",7
2022,"Colorado","Pac-12","games",12
2022,"Rice","Conference USA","fourthDownConversions",12
2022,"Syracuse","ACC","thirdDownConversions",56
2022,"Oregon State","Pac-12","totalYards",5148
2022,"Central Michigan","Mid-American","kickReturnYards",701
2022,"UMass","FBS Independents","passCompletions",136
2022,"Toledo","Mid-American","puntReturnTDs",0
2022,"East Carolina","American Athletic","thirdDownConversions",84
2022,"South Florida","American Athletic","interceptionYards",49
2022,"Memphis","American Athletic","penalties",53
2022,"Florida International","Conference USA","netPassingYards",2625
2022,"Florida Atlantic","Conference USA","penalties",74
2022,"Central Michigan","Mid-American","interceptions",10
2022,"Houston","American Athletic","kickReturnYards",837
2022,"New Mexico","Mountain West","puntReturnYards",111
2022,"Texas A&M","SEC","puntReturns",22
2022,"Coastal Carolina","Sun Belt","puntReturnTDs",0
2022,"Kentucky","SEC","passAttempts",349
2022,"Florida International","Conference USA","thirdDownConversions",51
2022,"Boston College","ACC","turnovers",26
2022,"Ohio","Mid-American","interceptions",5
2022,"Florida Atlantic","Conference USA","interceptionTDs",3
2022,"Navy","American Athletic","fourthDownConversions",23
2022,"Northwestern","Big Ten","puntReturnTDs",0
2022,"Connecticut","FBS Independents","penaltyYards",790
2022,"Arkansas State","Sun Belt","thirdDownConversions",49
2022,"UMass","FBS Independents","kickReturnYards",638
2022,"Wyoming","Mountain West","fumblesRecovered",12
2022,"North Texas","Conference USA","passingTDs",34
2022,"New Mexico","Mountain West","rushingYards",1456
2022,"Kansas","Big 12","rushingAttempts",446
2022,"Iowa","Big Ten","fourthDownConversions",5
2022,"Ohio State","Big Ten","fumblesRecovered",9
2022,"UT San Antonio","Conference USA","kickReturns",21
2022,"Akron","Mid-American","games",12
2022,"Texas State","Sun Belt","thirdDownConversions",68
2022,"NC State","ACC","puntReturnYards",160
2022,"Auburn","SEC","firstDowns",217
2022,"TCU","Big 12","puntReturns",25
2022,"Central Michigan","Mid-American","kickReturns",35
2022,"Notre Dame","FBS Independents","thirdDowns",176
2022,"Western Michigan","Mid-American","fourthDowns",27
2022,"Coastal Carolina","Sun Belt","thirdDownConversions",74
2022,"Appalachian State","Sun Belt","firstDowns",276
2022,"Western Kentucky","Conference USA","rushingTDs",15
2022,"Kansas State","Big 12","interceptionTDs",1
2022,"Florida Atlantic","Conference USA","thirdDowns",189
2022,"North Carolina","ACC","sacks",17
2022,"Tulsa","American Athletic","passAttempts",415
2022,"Miami","ACC","rushingTDs",12
2022,"Army","FBS Independents","interceptions",4
2022,"Stanford","Pac-12","interceptions",8
2022,"Colorado State","Mountain West","rushingYards",1068
2022,"Notre Dame","FBS Independents","rushingTDs",25
2022,"Air Force","Mountain West","puntReturnYards",11
2022,"Wisconsin","Big Ten","rushingAttempts",501
2022,"Memphis","American Athletic","rushingTDs",30
2022,"Virginia","ACC","interceptions",12
2022,"Indiana","Big Ten","totalYards",3939
2022,"Oregon","Pac-12","passingTDs",30
2022,"Miami","ACC","penalties",84
2022,"LSU","SEC","thirdDownConversions",87
2022,"Charlotte","Conference USA","fourthDownConversions",12
2022,"Georgia Southern","Sun Belt","puntReturnTDs",1
2022,"Eastern Michigan","Mid-American","thirdDownConversions",80
2022,"Southern Mississippi","Sun Belt","interceptionYards",212
2022,"Colorado State","Mountain West","passingTDs",12
2022,"Akron","Mid-American","rushingAttempts",348
2022,"Oregon State","Pac-12","penalties",78
2022,"Syracuse","ACC","thirdDowns",151
2022,"Fresno State","Mountain West","tacklesForLoss",71
2022,"Kent State","Mid-American","passesIntercepted",7
2022,"Kansas State","Big 12","sacks",30
2022,"Charlotte","Conference USA","turnovers",21
2022,"UAB","Conference USA","puntReturnTDs",2
2022,"Georgia Southern","Sun Belt","passesIntercepted",11
2022,"Louisiana Monroe","Sun Belt","rushingYards",1447
2022,"Miami","ACC","totalYards",4416
2022,"Western Kentucky","Conference USA","kickReturns",24
2022,"Illinois","Big Ten","netPassingYards",2722
2022,"Rutgers","Big Ten","rushingYards",1523
2022,"UNLV","Mountain West","puntReturns",11
2022,"Hawai'i","Mountain West","interceptionTDs",1
2022,"San Diego State","Mountain West","games",13
2022,"New Mexico","Mountain West","fourthDowns",14
2022,"Navy","American Athletic","interceptionTDs",0
2022,"UCF","American Athletic","fourthDownConversions",19
2022,"Ball State","Mid-American","puntReturns",13
2022,"Arizona","Pac-12","games",12
2022,"Wisconsin","Big Ten","games",13
2022,"Colorado State","Mountain West","interceptions",11
2022,"USC","Pac-12","rushingAttempts",473
2022,"Charlotte","Conference USA","rushingTDs",13
2022,"Virginia Tech","ACC","fourthDownConversions",6
2022,"Louisiana","Sun Belt","puntReturns",27
2022,"San José State","Mountain West","kickReturnYards",379
2022,"Florida State","ACC","puntReturnYards",237
2022,"NC State","ACC","fumblesRecovered",3
2022,"Indiana","Big Ten","firstDowns",230
2022,"Syracuse","ACC","fourthDowns",12
2022,"Hawai'i","Mountain West","turnovers",20
2022,"Stanford","Pac-12","kickReturnYards",888
2022,"Fresno State","Mountain West","rushingTDs",28
2022,"Middle Tennessee","Conference USA","puntReturnYards",224
2022,"Old Dominion","Sun Belt","netPassingYards",2977
2022,"LSU","SEC","interceptionTDs",2
2022,"Texas Tech","Big 12","firstDowns",345
2022,"Michigan State","Big Ten","netPassingYards",2880
2022,"California","Pac-12","passAttempts",466
2022,"Florida International","Conference USA","possessionTime",19551
2022,"Georgia","SEC","puntReturnTDs",0
2022,"Virginia","ACC","passAttempts",342
2022,"New Mexico","Mountain West","netPassingYards",1266
2022,"Bowling Green","Mid-American","firstDowns",226
2022,"Marshall","Sun Belt","passingTDs",16
2022,"Wake Forest","ACC","penaltyYards",530
2022,"Tennessee","SEC","interceptionTDs",0
2022,"Virginia Tech","ACC","kickReturns",30
2022,"Eastern Michigan","Mid-American","interceptionYards",141
2022,"Arizona","Pac-12","fumblesRecovered",23
2022,"Mississippi State","SEC","interceptionTDs",3
2022,"Virginia Tech","ACC","passAttempts",346
2022,"Auburn","SEC","fumblesLost",10
2022,"Louisville","ACC","thirdDownConversions",67
2022,"Ole Miss","SEC","firstDowns",327
2022,"South Florida","American Athletic","fourthDowns",31
2022,"Louisiana Tech","Conference USA","firstDowns",233
2022,"LSU","SEC","puntReturnTDs",0
2022,"Arizona","Pac-12","interceptions",13
2022,"UCLA","Pac-12","penalties",84
2022,"Arkansas State","Sun Belt","netPassingYards",2721
2022,"Memphis","American Athletic","fourthDowns",24
2022,"South Alabama","Sun Belt","tacklesForLoss",80
2022,"Bowling Green","Mid-American","rushingAttempts",415
2022,"California","Pac-12","fumblesRecovered",13
2022,"Arkansas State","Sun Belt","turnovers",9
2022,"Virginia","ACC","kickReturnYards",440
2022,"Nevada","Mountain West","kickReturnTDs",0
2022,"North Texas","Conference USA","interceptions",16
2022,"Texas State","Sun Belt","sacks",26
2022,"Middle Tennessee","Conference USA","fourthDownConversions",21
2022,"Northwestern","Big Ten","thirdDowns",193
2022,"Temple","American Athletic","fumblesRecovered",10
2022,"BYU","FBS Independents","thirdDownConversions",71
2022,"Florida","SEC","sacks",23
2022,"Michigan State","Big Ten","passesIntercepted",2
2022,"New Mexico","Mountain West","thirdDowns",159
2022,"Toledo","Mid-American","kickReturnTDs",0
2022,"Wyoming","Mountain West","passesIntercepted",6
2022,"Oregon","Pac-12","possessionTime",24462
2022,"South Florida","American Athletic","interceptions",9
2022,"USC","Pac-12","firstDowns",360
2022,"South Florida","American Athletic","rushingAttempts",442
2022,"Michigan State","Big Ten","fumblesRecovered",14
2022,"Arizona State","Pac-12","kickReturnTDs",0
2022,"Washington","Pac-12","rushingYards",1893
2022,"Syracuse","ACC","interceptionYards",86
2022,"Maryland","Big Ten","firstDowns",263
2022,"Central Michigan","Mid-American","netPassingYards",2497
2022,"Hawai'i","Mountain West","kickReturns",42
2022,"Appalachian State","Sun Belt","thirdDownConversions",61
2022,"Stanford","Pac-12","interceptionTDs",0
2022,"Washington State","Pac-12","fumblesLost",8
2022,"SMU","American Athletic","puntReturnTDs",0
2022,"Stanford","Pac-12","puntReturnYards",64
2022,"Iowa","Big Ten","possessionTime",22058
2022,"UMass","FBS Independents","firstDowns",175
2022,"Minnesota","Big Ten","fourthDowns",11
2022,"Louisiana","Sun Belt","interceptionTDs",1
2022,"Navy","American Athletic","netPassingYards",1030
2022,"Louisiana Monroe","Sun Belt","puntReturnTDs",1
2022,"Middle Tennessee","Conference USA","rushingAttempts",451
2022,"Western Michigan","Mid-American","passAttempts",335
2022,"Oregon","Pac-12","fourthDownConversions",20
2022,"Georgia Southern","Sun Belt","kickReturns",26
2022,"UCLA","Pac-12","rushingAttempts",514
2022,"Alabama","SEC","possessionTime",23330
2022,"Georgia Tech","ACC","totalYards",3902
2022,"TCU","Big 12","fourthDowns",27
2022,"Miami (OH)","Mid-American","puntReturnYards",172
2022,"North Texas","Conference USA","penaltyYards",579
2022,"Florida State","ACC","fourthDownConversions",8
2022,"Penn State","Big Ten","firstDowns",275
2022,"Marshall","Sun Belt","puntReturnYards",144
2022,"Pittsburgh","ACC","penaltyYards",828
2022,"Arkansas State","Sun Belt","fumblesLost",4
2022,"James Madison","Sun Belt","totalYards",4977
2022,"UCF","American Athletic","thirdDownConversions",97
2022,"Mississippi State","SEC","fumblesLost",10
2022,"Florida State","ACC","puntReturns",23
2022,"Tulsa","American Athletic","fourthDowns",17
